ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10135,42,190.68,7,8008.56,2018-07-02,852,Shipped,Classic Cars,S12_1099,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10147,48,192.62,7,9245.76,2018-09-05,788,Shipped,Classic Cars,S12_1099,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Large
10169,30,167.33,2,5019.9,2018-11-04,729,Shipped,Classic Cars,S12_1099,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10181,27,200.41,14,5411.07,2018-11-12,722,Shipped,Classic Cars,S12_1099,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
10191,21,182.9,3,3840.9,2018-11-20,715,Shipped,Classic Cars,S12_1099,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10203,20,196.52,8,3930.4,2018-12-02,704,Shipped,Classic Cars,S12_1099,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10211,41,182.9,2,7498.9,2019-01-15,661,Shipped,Classic Cars,S12_1099,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Large
10225,27,167.33,9,4517.91,2019-02-22,624,Shipped,Classic Cars,S12_1099,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10238,28,206.24,3,5774.72,2019-04-09,579,Shipped,Classic Cars,S12_1099,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium
10253,24,163.44,13,3922.56,2019-06-01,527,Cancelled,Classic Cars,S12_1099,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium
10266,44,208.19,14,9160.36,2019-07-06,493,Shipped,Classic Cars,S12_1099,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Large
10276,50,192.62,3,9631.0,2019-08-02,467,Shipped,Classic Cars,S12_1099,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Large
10287,21,163.44,12,3432.24,2019-08-30,440,Shipped,Classic Cars,S12_1099,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10300,33,167.33,5,5521.89,2018-10-04,771,Shipped,Classic Cars,S12_1099,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium
10310,33,210.14,10,6934.62,2019-10-16,395,Shipped,Classic Cars,S12_1099,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10320,31,221.81,3,6876.11,2019-11-03,378,Shipped,Classic Cars,S12_1099,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium
10329,41,71.47,5,2930.27,2019-11-15,367,Shipped,Classic Cars,S12_1099,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small
10341,45,79.65,2,3584.25,2019-11-24,359,Shipped,Classic Cars,S12_1099,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10363,33,85.39,3,2817.87,2020-01-06,317,Shipped,Classic Cars,S12_1099,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small
10375,45,76.0,7,3420.0,2020-02-03,290,Shipped,Classic Cars,S12_1099,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium
10389,26,99.04,4,2575.04,2020-03-03,262,Shipped,Classic Cars,S12_1099,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small
10419,12,163.44,13,1961.28,2020-05-17,188,Shipped,Classic Cars,S12_1099,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small
10105,41,211.96,15,8690.36,2018-02-11,1015,Shipped,Classic Cars,S12_1108,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Large
10117,33,182.86,9,6034.38,2018-04-16,952,Shipped,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10127,46,245.2,2,11279.2,2018-06-03,905,Shipped,Classic Cars,S12_1108,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Large
10142,33,243.13,12,8023.29,2018-08-08,840,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10153,20,245.2,11,4904.0,2018-09-28,790,Shipped,Classic Cars,S12_1108,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10165,44,195.33,3,8594.52,2018-10-22,767,Shipped,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Large
10176,33,226.5,2,7474.5,2018-11-06,753,Shipped,Classic Cars,S12_1108,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Large
10185,21,184.94,13,3883.74,2018-11-14,746,Shipped,Classic Cars,S12_1108,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium
10196,47,189.1,5,8887.7,2018-11-26,735,Shipped,Classic Cars,S12_1108,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Large
10208,46,187.02,13,8602.92,2019-01-02,699,Shipped,Classic Cars,S12_1108,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Large
10220,32,224.42,2,7181.44,2019-02-12,659,Shipped,Classic Cars,S12_1108,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Large
10231,42,199.49,2,8378.58,2019-03-19,625,Shipped,Classic Cars,S12_1108,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Large
10247,44,241.05,2,10606.2,2019-05-05,579,Shipped,Classic Cars,S12_1108,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Large
10272,35,166.24,2,5818.4,2019-07-20,504,Shipped,Classic Cars,S12_1108,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium
10282,41,172.47,5,7071.27,2019-08-20,474,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10293,46,182.86,8,8411.56,2019-09-09,455,Shipped,Classic Cars,S12_1108,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Large
10306,31,211.96,13,6570.76,2019-10-14,421,Shipped,Classic Cars,S12_1108,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10314,38,209.88,5,7975.44,2019-10-22,414,Shipped,Classic Cars,S12_1108,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Large
10325,42,64.0,8,2688.0,2019-11-05,401,Shipped,Classic Cars,S12_1108,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small
10336,33,57.22,10,1888.26,2019-11-20,387,Shipped,Classic Cars,S12_1108,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Small
10348,48,52.36,8,2513.28,2019-11-01,407,Shipped,Classic Cars,S12_1108,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small
10359,42,113.44,8,4764.48,2019-12-15,364,Shipped,Classic Cars,S12_1108,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium
10371,32,111.27,6,3560.64,2020-01-23,326,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10382,34,112.46,10,3823.64,2020-02-17,302,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10395,33,69.12,1,2280.96,2020-03-17,274,Shipped,Classic Cars,S12_1108,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small
10413,36,241.05,2,8677.8,2020-05-05,226,Shipped,Classic Cars,S12_1108,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Large
10103,27,125.74,8,3394.98,2018-01-29,1054,Shipped,Trucks and Buses,S12_1666,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium
10113,21,162.64,2,3415.44,2018-03-26,999,Shipped,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10126,21,116.17,8,2439.57,2018-05-28,937,Shipped,Trucks and Buses,S12_1666,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small
10140,38,127.1,8,4829.8,2018-07-24,881,Shipped,Trucks and Buses,S12_1666,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium
10150,30,136.67,5,4100.1,2018-09-19,825,Shipped,Trucks and Buses,S12_1666,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10164,49,133.94,6,6563.06,2018-10-21,794,Resolved,Trucks and Buses,S12_1666,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium
10174,43,158.54,1,6817.22,2018-11-06,779,Shipped,Trucks and Buses,S12_1666,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Medium
10183,41,150.34,5,6163.94,2018-11-13,773,Shipped,Trucks and Buses,S12_1666,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Medium
10194,38,129.84,8,4933.92,2018-11-25,762,Shipped,Trucks and Buses,S12_1666,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium
10206,28,144.87,3,4056.36,2018-12-05,753,Shipped,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium
10216,43,133.94,1,5759.42,2019-02-02,695,Shipped,Trucks and Buses,S12_1666,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium
10229,25,138.04,13,3451.0,2019-03-11,659,Shipped,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10245,38,155.8,6,5920.4,2019-05-04,606,Shipped,Trucks and Buses,S12_1666,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium
10258,41,162.64,3,6668.24,2019-06-15,565,Shipped,Trucks and Buses,S12_1666,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium
10270,28,146.24,6,4094.72,2019-07-19,532,Shipped,Trucks and Buses,S12_1666,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
10281,25,117.54,13,2938.5,2019-08-19,502,Shipped,Trucks and Buses,S12_1666,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small
10291,41,155.8,8,6387.8,2019-09-08,483,Shipped,Trucks and Buses,S12_1666,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium
10304,39,164.0,3,6396.0,2019-10-11,451,Shipped,Trucks and Buses,S12_1666,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium
10313,21,127.1,11,2669.1,2019-10-22,441,Shipped,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small
10322,27,177.19,9,4784.13,2019-11-04,429,Shipped,Trucks and Buses,S12_1666,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10347,29,123.67,3,3586.43,2019-11-29,405,Shipped,Trucks and Buses,S12_1666,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium
10357,49,121.64,8,5960.36,2019-12-10,395,Shipped,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10370,49,172.86,8,8470.14,2020-01-20,355,Shipped,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Large
10391,39,63.2,9,2464.8,2020-03-09,307,Shipped,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small
10411,40,155.8,6,6232.0,2020-05-01,255,Shipped,Trucks and Buses,S12_1666,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium
10424,49,162.64,3,7969.36,2020-05-31,226,In Process,Trucks and Buses,S12_1666,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Large
10107,21,144.6,1,3036.6,2018-02-24,1054,Shipped,Motorcycles,S12_2823,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium
10121,50,165.68,4,8284.0,2018-05-07,983,Shipped,Motorcycles,S12_2823,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Large
10134,20,135.56,1,2711.2,2018-07-01,929,Shipped,Motorcycles,S12_2823,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small
10145,49,170.2,5,8339.8,2018-08-25,875,Shipped,Motorcycles,S12_2823,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Large
10169,35,132.55,13,4639.25,2018-11-04,805,Shipped,Motorcycles,S12_2823,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10180,40,168.69,8,6747.6,2018-11-11,799,Shipped,Motorcycles,S12_2823,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium
10189,28,161.16,1,4512.48,2018-11-18,793,Shipped,Motorcycles,S12_2823,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium
10211,36,132.55,13,4771.8,2019-01-15,736,Shipped,Motorcycles,S12_2823,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium
10224,43,141.58,6,6087.94,2019-02-21,700,Shipped,Motorcycles,S12_2823,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium
10237,32,131.04,6,4193.28,2019-04-05,658,Shipped,Motorcycles,S12_2823,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium
10251,46,164.18,1,7552.28,2019-05-18,616,Shipped,Motorcycles,S12_2823,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Large
10263,48,134.05,1,6434.4,2019-06-28,576,Shipped,Motorcycles,S12_2823,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium
10276,43,120.5,14,5181.5,2019-08-02,542,Shipped,Motorcycles,S12_2823,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium
10285,49,140.08,5,6863.92,2019-08-27,518,Shipped,Motorcycles,S12_2823,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium
10299,24,173.21,8,4157.04,2019-09-30,485,Shipped,Motorcycles,S12_2823,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium
10309,26,179.24,4,4660.24,2019-10-15,471,Shipped,Motorcycles,S12_2823,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium
10319,30,137.06,9,4111.8,2019-11-03,453,Shipped,Motorcycles,S12_2823,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Medium
10329,24,147.61,6,3542.64,2019-11-15,442,Shipped,Motorcycles,S12_2823,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium
10341,55,147.61,8,8118.55,2019-11-24,434,Shipped,Motorcycles,S12_2823,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Large
10362,22,176.23,1,3877.06,2020-01-05,393,Shipped,Motorcycles,S12_2823,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium
10375,49,78.92,13,3867.08,2020-02-03,365,Shipped,Motorcycles,S12_2823,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium
10388,44,135.26,6,5951.44,2020-03-03,337,Shipped,Motorcycles,S12_2823,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium
10403,66,131.04,6,8648.64,2020-04-08,302,Shipped,Motorcycles,S12_2823,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Large
10417,21,164.18,1,3447.78,2020-05-13,268,Disputed,Motorcycles,S12_2823,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10104,34,175.25,1,5958.5,2018-01-31,1102,Shipped,Classic Cars,S12_3148,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10117,43,137.48,10,5911.64,2018-04-16,1028,Shipped,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10127,46,160.14,3,7366.44,2018-06-03,981,Shipped,Classic Cars,S12_3148,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Large
10142,33,151.08,13,4985.64,2018-08-08,916,Shipped,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10153,42,128.42,12,5393.64,2018-09-28,866,Shipped,Classic Cars,S12_3148,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10165,34,143.53,4,4880.02,2018-10-22,843,Shipped,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10176,47,178.27,3,8378.69,2018-11-06,829,Shipped,Classic Cars,S12_3148,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Large
10185,33,122.37,14,4038.21,2018-11-14,822,Shipped,Classic Cars,S12_3148,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium
10196,24,158.63,6,3807.12,2018-11-26,811,Shipped,Classic Cars,S12_3148,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium
10208,26,120.86,14,3142.36,2019-01-02,775,Shipped,Classic Cars,S12_3148,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium
10220,30,157.12,3,4713.6,2019-02-12,735,Shipped,Classic Cars,S12_3148,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Medium
10230,43,163.17,1,7016.31,2019-03-15,705,Shipped,Classic Cars,S12_3148,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Large
10247,25,175.25,3,4381.25,2019-05-05,655,Shipped,Classic Cars,S12_3148,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10272,27,158.63,3,4283.01,2019-07-20,580,Shipped,Classic Cars,S12_3148,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium
10282,27,161.66,6,4364.82,2019-08-20,550,Shipped,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10293,24,176.76,9,4242.24,2019-09-09,531,Shipped,Classic Cars,S12_3148,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium
10306,34,146.55,14,4982.7,2019-10-14,497,Shipped,Classic Cars,S12_3148,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10314,46,138.99,6,6393.54,2019-10-22,490,Shipped,Classic Cars,S12_3148,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10324,27,54.33,1,1466.91,2019-11-05,477,Shipped,Classic Cars,S12_3148,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small
10336,33,123.01,11,4059.33,2019-11-20,463,Shipped,Classic Cars,S12_3148,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium
10348,47,102.16,4,4801.52,2019-11-01,483,Shipped,Classic Cars,S12_3148,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium
10358,49,55.34,5,2711.66,2019-12-10,445,Shipped,Classic Cars,S12_3148,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10372,40,146.55,4,5862.0,2020-01-26,399,Shipped,Classic Cars,S12_3148,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium
10382,37,110.05,11,4071.85,2020-02-17,378,Shipped,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10413,47,175.25,3,8236.75,2020-05-05,301,Shipped,Classic Cars,S12_3148,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Large
10108,45,136.23,4,6130.35,2018-03-03,1096,Shipped,Classic Cars,S12_3380,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium
10122,37,99.82,8,3693.34,2018-05-08,1031,Shipped,Classic Cars,S12_3380,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
10135,48,125.66,5,6031.68,2018-07-02,977,Shipped,Classic Cars,S12_3380,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10147,31,112.74,5,3494.94,2018-09-05,913,Shipped,Classic Cars,S12_3380,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium
10170,47,116.27,4,5464.69,2018-11-04,854,Shipped,Classic Cars,S12_3380,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium
10181,28,102.17,12,2860.76,2018-11-12,847,Shipped,Classic Cars,S12_3380,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
10191,40,139.75,1,5590.0,2018-11-20,840,Shipped,Classic Cars,S12_3380,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10203,20,112.74,6,2254.8,2018-12-02,829,Shipped,Classic Cars,S12_3380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10212,39,126.84,16,4946.76,2019-01-16,785,Shipped,Classic Cars,S12_3380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10225,25,99.82,7,2495.5,2019-02-22,749,Shipped,Classic Cars,S12_3380,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small
10238,29,109.22,1,3167.38,2019-04-09,704,Shipped,Classic Cars,S12_3380,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium
10253,22,109.22,11,2402.84,2019-06-01,652,Cancelled,Classic Cars,S12_3380,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small
10266,22,111.57,12,2454.54,2019-07-06,618,Shipped,Classic Cars,S12_3380,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small
10276,47,116.27,1,5464.69,2019-08-02,592,Shipped,Classic Cars,S12_3380,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium
10287,45,105.7,10,4756.5,2019-08-30,565,Shipped,Classic Cars,S12_3380,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10300,29,137.4,3,3984.6,2018-10-04,896,Shipped,Classic Cars,S12_3380,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium
10310,24,129.18,8,3100.32,2019-10-16,520,Shipped,Classic Cars,S12_3380,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10320,35,138.58,1,4850.3,2019-11-03,503,Shipped,Classic Cars,S12_3380,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium
10329,46,83.63,13,3846.98,2019-11-15,492,Shipped,Classic Cars,S12_3380,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium
10341,44,95.93,1,4220.92,2019-11-24,484,Shipped,Classic Cars,S12_3380,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10363,34,96.73,4,3288.82,2020-01-06,442,Shipped,Classic Cars,S12_3380,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10376,35,113.92,1,3987.2,2020-02-08,410,Shipped,Classic Cars,S12_3380,Boards & Toys Co.,4097 Douglas Av.,Glendale,USA,Young,Leslie,Medium
10389,25,72.38,6,1809.5,2020-03-03,387,Shipped,Classic Cars,S12_3380,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small
10419,10,109.22,11,1092.2,2020-05-17,313,Shipped,Classic Cars,S12_3380,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small
10105,29,157.45,14,4566.05,2018-02-11,1140,Shipped,Classic Cars,S12_3891,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium
10117,39,152.26,8,5938.14,2018-04-16,1077,Shipped,Classic Cars,S12_3891,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10127,42,193.78,1,8138.76,2018-06-03,1030,Shipped,Classic Cars,S12_3891,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Large
10142,46,205.89,11,9470.94,2018-08-08,965,Shipped,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10153,49,143.61,10,7036.89,2018-09-28,915,Shipped,Classic Cars,S12_3891,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Large
